,number,text,label
406,405.0, sjw OFFENSIVE paedophilia hollywood tv movies gaming politics comics police publicauthorities like councils dwp dwpcrimes catholicchurch OFFENSIVE OFFENSIVE islam muslims used OFFENSIVE missed anything nhs maybe mbga conservatives,NOT
407,406.0, thinks talk referee like expect everyone support treat specially,NOT
408,407.0, another negative democrat refuses disappear,OFF
409,408.0, elected mp could please explain still promoting ideas eu already rejected months go nothing appears moving onward like OFFENSIVE leading OFFENSIVE brexitshambles brexitmeansbrexit,OFF
410,409.0, getting paris climate agreement voters wanted obama committed us b towards agreement keep paying third world countries going broke help places like cal illegals either,NOT
411,410.0, gonna tip two new OFFENSIVE,NOT
412,411.0, effected radiation OFFENSIVE hope mentions lady gaga witch since known immortal witch supreme,OFF
413,412.0, mike country living country constitutional republic democracy,NOT
414,413.0, election season trump OFFENSIVE magnificent OFFENSIVE tremendous leftists prove russian puppet trump whips OFFENSIVE fit senility conservatives vote trump victory,OFF
415,414.0, science ecology health nature problem one many OFFENSIVE control,NOT
416,415.0, interesting demoncraps even inventive enough create cartoons originally put republicans liberals koolaide drinkers always liberals also OFFENSIVE earth prove daily OFFENSIVE,OFF
417,416.0, believe president fake id,NOT
418,417.0, old article going relevant soon clintonfoundation maga clintoncrimes,NOT
419,418.0, needs go joe p,NOT
420,419.0,,NOT
421,420.0, think clue leadership liberals temperament year old children told intellectual brilliance goat please stop tweeting tds making look quite fool,NOT
422,421.0, OFFENSIVE control leftist would rather child responsible parent locked front door didnt let get involved neighbors dv shir could grab couldnt leavem shes lucky didnt find first,NOT
423,422.0, someone please show front center tonight unless get declass today maga,NOT
424,423.0, ajsjjsjdkkdjdk want much literally tell OFFENSIVE obey,OFF
425,424.0, sorry hear loss friend,NOT
426,425.0, characterizations famous people funny OFFENSIVE cue race baiters,NOT
427,426.0, OFFENSIVE necrophiliac well good know must OFFENSIVE chess never mind dimensional chess even think one move ahead let alone many change twitter handle dumbaf even ish,OFF
428,427.0, funny conservatives like one defected sure mind OFFENSIVE defected integrity,NOT
429,428.0, get testy decide paid shill lot end hanging around qanon get used,OFF
430,429.0, could anyone want vote democrat wants open borders OFFENSIVE control,NOT
431,430.0, full blown temper tantrum manafort,NOT
432,431.0, trump OFFENSIVE man toxic mean spirited,OFF
433,432.0, va voters know right side OFFENSIVE issue OFFENSIVE control OFFENSIVE rights answer may help determine whether nra financed rep comstock wins reelection,OFF
434,433.0, oshaeterry thuglife OFFENSIVE behaved ordinary disposable OFFENSIVE maga maga magarallyrules texaspolice,OFF
435,434.0, watch care maga,NOT
436,435.0, full bunk,OFF
437,436.0, wait conservatives crying needing safe spaces sudden OFFENSIVE elite college,NOT
438,437.0, OFFENSIVE boycott mcenroe much,OFF
439,438.0, respect constitution need driven office votedemsout votered therainmakers qanon maga wwgwga,NOT
440,439.0, anti antifa OFFENSIVE,OFF
441,440.0, believe correct chico wise chihuahua,NOT
442,441.0, im going hardcore OFFENSIVE,OFF
443,442.0, hope right,NOT
444,443.0, xx,NOT
445,444.0, self serving stand OFFENSIVE mrs may de facto remain surrender begone insurgent hashtag,NOT
446,445.0, used signifing monkey heart played wife like OFFENSIVE,OFF
447,446.0, yeah think saying addiction life long battle regardless relapsed josh keep demons bay every day,NOT
448,447.0, words im speaking behalf ca sit idly people make OFFENSIVE feel like people better,NOT
449,448.0, think one OFFENSIVE didnt like called trying make bully,OFF
450,449.0, cute,NOT
451,450.0, disgusting rangers fan disgusting support breaking union proudtobebritish,OFF
452,451.0, almost years ago something changed OFFENSIVE control discussed nra nra went backing OFFENSIVE control america powerful lobby group,NOT
453,452.0, hopefully voters realise could ended shitshow well midterms,OFF
454,453.0, booom mac telling pay public sector properly magic money tree disaster means nhs crisis competing sectors,NOT
455,454.0, absolutely right smdh,NOT
456,455.0, thought said numbers someone lied,NOT
457,456.0, pitiful reason economy soaring office president trump get rid pen phone regulations legacy shattered knows speeches democrats message vote OFFENSIVE november,NOT
458,457.0, never everything OFFENSIVE public safety concern would OFFENSIVE control e g OFFENSIVE rifles,NOT
459,458.0, rich og follower fans follow first hardly ever tweeted u get honors,NOT
460,459.0, fund raising dinner party oligarchs stories ripping old OFFENSIVE union pieces personal gain light bulb moment many brexit lucrative endeavor,NOT
461,460.0, antifa types might even show sort like mini g donybrooke,NOT
462,461.0, charts overall OFFENSIVE cardi got ways go catch niki,OFF
463,462.0, think missed replies im conference call anti jihadi OFFENSIVE vets know would disagree OFFENSIVE control seems odd,OFF
464,463.0, look OFFENSIVE white liberals freaking said tom arnold white privileged,OFF
465,464.0, hubby rushed shakes fist flick pic thru evening feed em way still boss,OFF
466,465.0, reinforce fact much gutter,NOT
467,466.0, omg really frankoz liberals ruins everything defundpbs,OFF
468,467.0, OFFENSIVE top OFFENSIVE antifa democrats way,NOT
469,468.0, ca lump small l OFFENSIVE conservatives far right nutbags,NOT
470,469.0, wow never thought would see left actually admitting want shut free speech unless least admitting facist create facist groups antifa OFFENSIVE,OFF
471,470.0, rip lmao knows trying hard expose OFFENSIVE since ca never relate anyway,OFF
472,471.0, OFFENSIVE,OFF
473,472.0, non citizens looking free ride backs OFFENSIVE taxpayer liberals looking votes like pyramid need bring new people bottom support top,NOT
474,473.0, bono gone dark side globalism,NOT
475,474.0, feel pretty OFFENSIVE cuz started fine,OFF
476,475.0, ten commandments,NOT
477,476.0, definitely better previous administration still believe sane people vote head wallet many closet republicans chips voteredtosaveamerica ignore msm kag maga,NOT
478,477.0, excellent idea intelligent relentless,NOT
479,478.0, awful,OFF
480,479.0, know anything OFFENSIVE although believe democrats fund like always think dems main OFFENSIVE group days antifa,OFF
481,480.0, OFFENSIVE mp leona alleslev decision cross floor amp join conservatives would seem betrayal supporters consult voted seemingly legal imagine dougford decided cross floor amp become OFFENSIVE premier,NOT
482,481.0, modern conservatives bright lot founding fathers OFFENSIVE owners wanted end slavery us principles far nuanced granular modern OFFENSIVE principles shallow principles cannot withstand test time,NOT
483,482.0, absolutely useless everyone knows except media,OFF
484,483.0, ohio make sure get jim renacci elected senate america let maga together,NOT
485,484.0, anyone care dirtbag says,OFF
486,485.0, snowballs chance OFFENSIVE dimwit dem start taking losing like man err like uhm whatever identify today maga tired winning see november redwaverising ca stop scotuskavenaugh,OFF
487,486.0, asking liberals use reason logic look people suffering collective psychosis almost yrs get crazier hour educated elite batsht crazy sheep foot soldiers likely certifiable beyond help,NOT
488,487.0, guess knows much like watching go figure great night brett,NOT
489,488.0, hope serves beacon liberals feel way must hope must morals conscience,NOT
490,489.0, hope voters OFFENSIVE forget shambles made lack leadership left us doldrums betrayed voted leave rest OFFENSIVE brexitbritain,NOT
491,490.0, hopefully obesity catches,OFF
492,491.0, think one higher portion sidewalk,NOT
493,492.0, conservatives afraid weed think make love OFFENSIVE people,NOT
494,493.0, shhhh proud u,NOT
495,494.0, could care less either one,NOT
496,495.0, stoned wheat crackers OFFENSIVE put stoned wheat crackers,OFF
497,496.0, remember ok ok tcot ccot maga kag qanon walkaway wwgwga kavanaugh,NOT
498,497.0, fordnation onpoli conservatives OFFENSIVE onpc mean great power comes great responsibility invoking art overriding judicial processes overriding democracy,OFF
499,498.0, common sense OFFENSIVE control would indicate looney leftists possession firearms safety,NOT
500,499.0, really thought since really worship aesir though lots people like use vanir arguments examples modern liberals saying race mixing instance theologically recognize much different tribes though,NOT
501,500.0, thank fortitude perseverance please give mcconnell kick OFFENSIVE us conservatives,OFF
502,501.0, six year old tweet account control referencing previous time slot refers bloomberg call OFFENSIVE control mine michael bloomberg,NOT
503,502.0, exactly anna full,NOT
504,503.0, hi energized OFFENSIVE believe surfaced,NOT
505,504.0, get another disgrace,NOT
506,505.0, yessssshhhhh else call shitgull ryme,OFF
507,506.0, want make clear think OFFENSIVE control answer people looking far OFFENSIVE OFFENSIVE concerned find people focus mental health bullying schools want address root problem,NOT
508,507.0, active instagram lately dropping album sometime year,NOT
509,508.0, makes realize good words bad pc crowd keeps toned,NOT
510,509.0, one kooky liberals,OFF
511,510.0, like get fired espn,OFF
512,511.0, understand OFFENSIVE tho,NOT
513,512.0, real problem,NOT
514,513.0, students traumatised live shooter drills distracted OFFENSIVE OFFENSIVE school already best send OFFENSIVE one schools might get action OFFENSIVE control hypocrite,OFF
515,514.0, poor sad liberals hope,OFF
516,515.0, got common sense followers,OFF
517,516.0, cbs sez ceo leslie moonves OFFENSIVE several allegations chasing OFFENSIVE coo joseph iannello interim ceo somebody accuses thing OFFENSIVE never ends ooops,OFF
518,517.0, sorry much bs get article read,NOT
519,518.0, absolutely insane think hearing supreme court judge appropriate place mourning father talk OFFENSIVE control enact laws upholds demanded state senator shake hand,NOT
520,519.0, attention publicizing antifa target list comprised trump supporters names high profile names many random everyday trump supporters twitter suspended account check lists,NOT
521,520.0, even OFFENSIVE make every single one priests OFFENSIVE children pope refuse condemn remove leadership OFFENSIVE brought,OFF
522,521.0, like tweets maybe focused consolidating sending fewer miss many leave open new OFFENSIVE fascist movement antifa,NOT
523,522.0, tweet lol needa get twitter OFFENSIVE,OFF
524,523.0, hates,NOT
525,524.0, hypocrisy nevertrump movement exposed hate trump thumbs vile policies anti OFFENSIVE scotus pick liberals claim allies boggles mind,NOT
526,525.0, yes,NOT
527,526.0, ok say less im ready whenever,NOT
528,527.0, k OFFENSIVE,NOT
529,528.0, ur screwed trump owns scotus exact wrath upon enemies midterms,OFF
530,529.0, one cares gold digging possibly OFFENSIVE recordings,NOT
531,530.0, mean see antifa,NOT
532,531.0, haul OFFENSIVE OFFENSIVE harms way druggie,OFF
533,532.0, believing women,NOT
534,533.0, yup hahaha cute,NOT
535,534.0, knows deny fair exchange based recent past interactions conservatives speaks poor ratings,NOT
536,535.0, really think going gooooooooooood,NOT
537,536.0, need unity grow voices libs seem band together much better right follow maga patriots please,NOT
538,537.0, trump maga jack dorsey credit openly acknowledged culture within company hostile conservatives question going,NOT
539,538.0, victim let hear blood test since perpetrator shape,NOT
