,text,label
499,really thought since really worship aesir though lots people like use vanir arguments examples modern liberals saying race mixing instance theologically recognize much different tribes though,NOT
500,thank fortitude perseverance please give mcconnell kick butt us conservatives,OFF
501,six year old tweet account control referencing previous time slot refers bloomberg call gun control mine michael bloomberg,NOT
502,exactly anna full,NOT
503,hi energized idiot believe surfaced,NOT
504,get another disgrace,NOT
505,yessssshhhhh else call shitgull ryme,OFF
506,want make clear think gun control answer people looking far gun violence concerned find people focus mental health bullying schools want address root problem,NOT
507,active instagram lately dropping album sometime year,NOT
508,makes realize good words bad pc crowd keeps toned,NOT
509,one kooky liberals,OFF
510,like get fired espn,OFF
511,understand racist tho,NOT
512,real problem,NOT
513,students traumatised live shooter drills distracted fear killed school already best send kid one schools might get action gun control hypocrite,OFF
514,poor sad liberals hope,OFF
515,got common sense followers,OFF
516,cbs sez ceo leslie moonves ass several allegations chasing ass coo joseph iannello interim ceo somebody accuses thing shit never ends ooops,OFF
517,sorry much bs get article read,NOT
518,absolutely insane think hearing supreme court judge appropriate place mourning father talk gun control enact laws upholds demanded state senator shake hand,NOT
519,attention publicizing antifa target list comprised trump supporters names high profile names many random everyday trump supporters twitter suspended account check lists,NOT
520,even devil make every single one priests rape children pope refuse condemn remove leadership rapist brought,OFF
521,like tweets maybe focused consolidating sending fewer miss many leave open new liberal fascist movement antifa,NOT
522,tweet lol needa get twitter shit,OFF
523,hates,NOT
524,hypocrisy nevertrump movement exposed hate trump thumbs vile policies anti abortion scotus pick liberals claim allies boggles mind,NOT
525,yes,NOT
526,ok say less im ready whenever,NOT
527,k dong,NOT
528,ur screwed trump owns scotus exact wrath upon enemies midterms,OFF
529,one cares gold digging possibly illegal recordings,NOT
530,mean see antifa,NOT
531,haul fat ass harms way druggie,OFF
532,believing women,NOT
533,yup hahaha cute,NOT
534,knows deny fair exchange based recent past interactions conservatives speaks poor ratings,NOT
535,really think going gooooooooooood,NOT
536,need unity grow voices libs seem band together much better right follow maga patriots please,NOT
537,trump maga jack dorsey credit openly acknowledged culture within company hostile conservatives question going,NOT
538,victim let hear blood test since perpetrator shape,NOT
539,cheating gets,NOT
540,look lovely flotusrocks maga,NOT
541,sorry right wingers look kaepernick sales bump nike earnings next week nikead boycottnfl boycottnike maga,NOT
542,reform getting trump free particular famous people exchange attention policies worse,NOT
543,fucking time,NOT
544,correct,NOT
545,anyone say write anything suppose tomorrow says prophet human race needs follow tell see someone useless moron stop giving attention brother nobody,OFF
546,say guess liberals use called white power gesture,NOT
547,hahaha telling stfu hurt,NOT
548,loool half jamaican resonate african culture know rest african feel strong representation anyone caribbean able share thoughts caribbean carnival,NOT
549,definitely living outside dc get book amazon va two weeks becaus back ordered first print copies,NOT
550,cool blind idiot god concept already real thing religion thousands years old peopl ehave make fucking cthulhu reference retard cred,OFF
551,maga dear friend says million followers buy fact,NOT
552,tourist holiday parents place sticker pole turkey parents ate restaurant call support,NOT
553,delirious,OFF
554,possible brady gave california rating gun control,NOT
555,love using platform something positive meaningful,NOT
556,rezz dumb bitch get rude awakening bnf mexico lol,OFF
557,alert candace owens attacked antifa,OFF
558,breibart comic section,NOT
559,got beat wwe take another knee,NOT
560,think,NOT
561,another dumbass democrat one thing say president lazy another bullshit story usual,OFF
562,tenet american justice system accompanies liberals guilty proven innocent,NOT
563,thank secretary pompeo hard work sir true patriot god bless america maga,NOT
564,fbi hotbed liberals leftists brian dennehy,NOT
565,robyn posts selfie world stops moment appreciate,OFF
566,democrats desperate ppl threatening sen collins ca anything delay halt confirmation election line desperate ppl amp gop quite aware going,OFF
567,flake flake wants someone amp heard stand senate race,NOT
568,romy omfg im sooo glad met bff life best love talking,NOT
569,moves forward damn facts long keep narrative dangerous line sliding scale line bunch liberal idiots use vilify conservatives justify actions liberals,OFF
570,black people need white liberals like keep turning violence based things perceive offensive,NOT
571,voting optional certainly novemeber critical like amp share agree mustvote republicans wakeuprepublicans conservatives maga,NOT
572,poor baby entire network trusted people still watching cnn brainwashed liberals demonrats,OFF
573,get hell country u hate u trashed amp weaponized govt yrs destroy us amp quit telling kids hate best county disgrace,NOT
574,going rest deepstate obamaworstpresidentever,NOT
575,parents parkland victims call stricter gun control rally sep pm et,NOT
576,right one one,NOT
577,best part read exchange thread year later dude comes back blm antifa caused nazis bullshit lmao best mean saddest,NOT
578,done younger moron parris island new jersey state police academy municipal class weeks tending bar listening drinking customers joke,NOT
579,clearly agitated defensive stance shit,OFF
580,think meant write michael,NOT
581,ok antifa medicines condition,NOT
582,suggesting law policy sanctions regime informs rates benefit sanctions graph would suggest true sanctions rate lower previous sanctions regime good observations pressure,NOT
583,gonna get bitten,OFF
584,example think liberal imposition inauthenticity issue issue borders citizenship liberals assume rights equalities arguments apply across borders apply within borders widely shared view,NOT
585,looks like antifa president,NOT
586,alaska girl chiming murkowski votes yes done know native tribes told vote kavanaugh scotus would decimate alaska natives,NOT
587,send antifa super soldiers sort tommy robinson fans,NOT
588,everyday working men women vote republican keep trump policies vote cost money folks maga winning,NOT
589,woodword book slander nothing clown tool,OFF
590,many country must address sensible gun control enough vote blue get garbage cleaned streets,OFF
591,appears paired woo hoo must think way brothel,OFF
592,mentally unstable,OFF
593,character clinton cartoon maybe,OFF
594,yup total gun control works fine well mexico,NOT
595,good friends like stars always see know star life,NOT
596,like mincing around understand denying porn,OFF
597,many willing testify oath actually knew kavanaugh many would testify said kavanaugh said man know like,NOT
598,fema contacted senator told tv hit take liar set would put big girl panties tell truth,OFF
599,thought antifa actually fascists shows rethuglicans actual fascists room,OFF
600,thinking,NOT
601,absurd left fielding violent feminists communists form antifa attack peaceful transition power two years wonder ever occur bad guys doubt moral fortitude,OFF
